"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-11-20",,"56","60","51"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-11-21",,"54","58","51"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-11-22",,"52","55","49"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-11-23",,"54","56","50"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-11-24",,"53","56","50"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-11-25",,"55","61","51"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-11-26",,"54","57","51"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-11-27",,"53","56","49"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-11-28",,"53","56","51"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-11-29",,"50","53","46"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-11-30",,"47","53","44"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-01",,"45","50","40"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-02",,"43","51","39"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-03",,"41","45","38"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-04",,"42","44","39"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-05",,"44","45","42"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-06",,"48","55","43"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-07",,"50","55","45"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-08",,"47","51","43"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-09",,"44","50","42"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-10",,"47","52","41"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-11",,"50","58","45"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-12",,"50","56","41"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-13",,"49","56","46"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-14",,"53","57","49"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-15",,"52","55","48"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-16",,"53","56","47"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-17",,"49","54","46"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-18",,"51","55","46"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-19",,"49","53","48"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-20",,"49","52","45"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-21",,"48","51","44"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-22",,"48","54","44"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-23",,"48","53","45"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-24",,"49","54","46"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-25",,"46","52","41"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-26",,"47","53","44"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-27",,"45","51","40"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-28",,"44","50","38"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-29",,"47","53","42"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-30",,"47","53","39"
"USR0000CBKD","BLACK DIAMOND CALIFORNIA, CA US","2018-12-31",,"42","47","36"
